sentiment,review
2,« Kråkeungen » byr ikke på narrative overraskelser ; fortellingen er like velkjent som den er velspilt .
1,Barnets språkløse fortvilelse og raseri når mor er borte og far slår med flat hånd .
1,Filmen foregår innenfor et strengt definert univers med praktisk talt bare tre karakterer .
1,"Den siste er nabojenten , som peker mot Jojos gryende seksualitet ."
1,"I en scene skvetter Jojo en munnfull tannkrem på brystet sitt , et passe diskré bilde på hans påbegynnende pubertet ."
1,Slik får filmens natur— og skjebnemotiv enda en betydning :
1,"Jojos eksistensielle kamp for å akseptere sitt lodd i livet , symbolisert ved kroppens hamskifte ."
1,To ord om skuespillerne :
2,"Det er på skuldrene til Rick Lens , som spiller Jojo , filmen bæres ."
2,"Uten ham , ingen film ."
2,Det er sjelden kost å se en barneskuespiller servere et så rikt følelsesregister med slik tilforlatelig intensitet .
2,"Ansiktets bønn om ivaretakelse er det noe som heter , og sjelden har kravet vært mer berettiget enn her ."
2,Kudos også til Loek Peters som fremstiller farens vrede som et uttrykk for hjelpeløshet - og ikke vond vilje .
0,Nachspiel-oppgulp fra Pearl Jam-vokalist
0,Eddie Vedder blir fort enerverende på « Ukulele Songs » .
1,ALBUM :
2,Eddie Vedder har utvilsomt sin velfortjente plass i rockehistorien .
2,Han har også en særegen stemme som har inspirert mange av grungens etterkommere .
0,"For å ha det sagt med en gang , man skal være rimelig begeistret for sangerens tykke og bevrende stemme for ikke å gå på veggene etter femte låt ."
1,"På « Ukulele Songs » er Vedder , som tittelen indikerer , uten moderbandet Pearl Jams instrumentalister å støtte seg til ."
1,"Dette er stort sett Vedder og en ukulele i godt over en halvtime , hverken mer eller midre ."
0,"Variasjonen er med andre ord minimal , noe som gjør at man blir veldig fort mett på det endimensjonale uttrykket ."
0,"Uten nevneverdig dynamikk eller følelsesmessig variasjon , flyter sangene over i hverandre og det blir etter hvert vanskelig å se hvor den kunstneriske ambisjonen ligger hen ."
1,Stummende mørke
0,Vi visste fra før at situasjonen for unge kvinner i Nord-Irak er blytung .
0,Grufulle avisoverskrifter forteller om flere tusener av kvinner som har blitt æresdrept siden 1991 - i et område hvor forkvaklede begreper om ære fortsatt får lov til å styre .
1,"« Rødt hjerte » , et norsk-irakisk samarbeidsprosjekt , presenterer absolutt ingen lys i mørket - snarere tvert i mot ."
1,"Filmen er - uten å røpe for mye av handlingen - et overordentlig pessimistisk dokument , hvor gjennomgangstonen ser ut til å være :"
1,Du kan ikke vinne - uansett hva du finner på .
0,"Temaet - forbudt kjærlighet og kampen mot det undertrykkende patriarkatet - føles noe oppbrukt i filmsammenheng , og debutantregissør Mustafa forenkler muligens fiendebildene mer enn hva godt er for en engasjerende filmopplevelse ."
0,Det insisterende mørket møtes etter hvert med skuldertrekk - dét er kritisk for en film med intensjonene til « Rødt hjerte » .
1,ØYSTEIN DAVID JOHANSEN
2,Sterk høytlesingsbok i førjulstiden
2,En familieforøkelse som utfordrer både store og små lesere .
2,Og en tekst god nok for Brageprisen .
1,For en voksen er det mest nærliggende å forestille seg rollene som mamma og pappa i denne fortellingen .
1,"De er faddere til Steinar , fem år ."
1,"Alenemammaen hans er en kjær venn , og familiene pleier å feire jul sammen ."
1,Plutselig dør hun .
1,Steinar har ingen andre .
1,Beslutningen om å ta over omsorgen for gutten virker nokså opplagt .
1,Men forfatter Linde Hagerup har ikke tenkt å gjøre det enkelt .
1,"Hun innkaller til familieråd der mamma og pappa ikke spør , bare informerer , de to døtrene om hvilken beslutning de har tatt ."
1,"Sjokket blir størst for yngstejenten , Sara ni år ."
1,Dette er hennes historie .
1,Heretter skal Steinar bo på Saras rom .
1,"Eller mer presist , heretter har ikke Sara noe eget rom lenger ."
1,"Mens barnelitteraturen er full av historier om å få prakket på seg irriterende babyer , kommer denne familieforøkelsen mer brått på ."
1,Snart forstår vi at det i stor grad er opp til en ni-åring hvordan den bortskjemte og sørgende Steinar vil trives .
1,Teksten er trofast mot Saras perspektiv .
2,I et intenst kammerspill fremstår familien med stor troverdighet .
2,Alle snakker og handler uten noen forklarende forteller i et språk så friskt at det er en fryd .
1,Gjennom Sara opplever leseren familieforøkelsen i all sin dobbelthet :
1,"Hun innser at det er synd på Steinar , samtidig kjenner hun seg invadert og tilsidesatt ."
1,Denne sutrende lillebroren trenger tålmodige søsken som lar ham vinne i Yatzy og forsyne seg ubegrenset av Nugattien .
1,Slik tålmodighet har ikke Sara .
1,"Når det er så lett å føle med henne , er det også lett å forstå hvor vanskelig det er å være snill ."
2,Det er godt gjort å la Sara leve ut frustrasjonen uten at jeg som leser mister sympatien for henne .
1,Likevel krever hovedpersoner en del av unge lesere når de ikke oppfører seg heltemodig .
2,"Selv om « En bror for mye » er lettlest og ment for lesere fra Saras alder , anbefaler jeg den derfor først og fremst til høytlesing ."
2,"Her er mange scener verdt å stoppe opp ved , og mange eksempler på barneoppdragelse som utfordrer så vel store som små lesere ."
1,Er det for eksempel så synd på Steinar at han ustraffet kan få ta for seg av Saras ting ?
1,Prøvelsene kan nok mange kjenne igjen som lever i såkalte stjernefamilier med diverse konstellasjoner .
1,Hvordan skal Sara unngå å kjenne det som om foreldrene er mer glade i Steinar enn i henne ?
1,Hvordan skal hun gjøre Steinar glad ?
2,Boken tar en herlig vending når hun trer ut av offerrollen og introduserer sin overraskende løsning .
2,Derfra får vi en suveren test av hvor langt det er mulig å strekke seg i søskenkjærlighetens navn .
0,Dessverre er bildene av den typen som brukes i lettlestbøker til å hjelpe teksten frem uten å tilføre noe særlig ekstra .
0,Mer følsomme og antydende streker ville vært bedre egnet til å stimulere leserens forestillingskraft .
1,"Velkommen til « Kentucky , Norge »"
2,Imponerende andre servering fra norsk bluegrassband .
1,ALBUM :
1,"Bluegrass er en stivnet form , fordi reglene er så strenge — særlig i forhold til hvilke instrumenter man kan og ikke kan benytte ."
1,"Det må være akustisk , og trommer er forbudt ."
2,"Derfor handler det om å forvalte tradisjonen på best mulig måte , og det norske seksmannsbandet Earlybird Stringband har tatt enda et stort steg videre på sitt andre album ."
1,"Bandet ble etablert i 2006 , og medlemmene kunne like gjerne vokst opp på landet i amerikanske Kentucky , staten der bluegrassmusikken ble født på 40-tallet — oppkalt etter Bill Monroes backingband The Blue Grass Boys ."
1,Universell
1,På grunn av sin strenge formel er bluegrass en universell sjanger .
2,Og Earlybird Stringband er blitt lagt merke til også i utlandet .
2,"De kom i fjor på andreplass i en bluegrasskonkurranse i Nederland , og om noen dager står en liten europaturné for døra — med stopp i Danmark , Nederland og Finland , før flere norske festivaler får besøk i juli ."
1,Låtene
2,"Mye står og faller på låtmaterialet i bluegrass , og de gode taktene på debuten følges opp med glans her ."
2,"Låtskriver Hans Martin Austestad ( vokal / banjo ) er virkelig på trygg grunn , både musikalsk og tekstlig ."
1,"13 nye låter har han levert , mens to reinlendere fra Rogaland er dette albumets folkemusikkinnslag ( på debuten var det riler fra Agder ) ."
1,"Snø Tekstene handler om livets blindsoner og om de små ting , om tak som lekker , om duer som jages av kråker , om den gamle veien du hørte om da du var barn og om parkbenker som snakker til deg ."
2,Og — har du tenkt på at det kan bli god poesi av noe så prosaisk som snø ?
1,"« These months might seem a little cruel / The winter wind is always cool / But , when up close , a flake of snow / looks like a little jewel / Countless winter jewels are drifting by my window / Each one like a gift from the sky / Kiss those winter jewels a last goodbye » , synger Austestad i « Winter Jewels » ."
2,"Men den virkelige juvelen i smykkeskrinet er melankolske « Long Goodbye » , en fantastisk sang med flotte harmonier som du får lyst til å høre igjen og igjen ."
1,Her går tankene like mye til Irland som til USA — og så tilbake til blågrasslandet Norge .
1,Medisin mot sex i byen
0,Moderne komedier mangler handling .
0,I stedet består de av uappetittlige menn og like skiftende humorkvalitet som en vestlandshimmel i juni .
1,Cool .
1,Totally .
1,"« Forgetting Sarah Marshall » minner usjenert om komedier som « Superbad » , « Knocked up » , « 40 year old virgin » og noen Ben Stiller-scener ."
0,"Den er en pølse i salatens tid , en slags mumlemanisk manns-modernitets-manifestasjon som forsøker å more ved å underyte ."
1,Dette er motstykket til Jane Austen .
1,Dette er motgiften som skal oppheve « Sex and the city » .
1,Her kommer en oppregning som har to hensikter .
1,"Den hever det akademiske nivået i anmeldelsen , og den antyder ( antydninger hever også det akademiske nivået ) at filmen er et slags stimfenomen , noe som kan tas med trål og legges i olivenolje ."
1,Hovedperson og manusforfatter Jason Segel spilte i « Knocked up » .
1,"Bill Hader , som spiller stebror , var politimann i « Superbad » og Brent i « Knocked up » ."
1,"Jonah Hill som spiller den snakkesalige kelneren , hadde sexpsyko-rollen i « Superbad » og var Jonah i « Knocked up » samt eBay-kunde i « 40 year old virgin » ."
1,Paul Rudd var Pete i « Knocked up » og David i « 40 year old virgin » .
1,"Den som mangler , er i grunnen Seth Rogen , som hadde irrasjonell birolle i « 40 year old virgin » og gikk videre til hovedrolle i « Knocked up » og politimannrolle i « Superbad » ."
1,"Nykommerne i kulgutt-gjengen er i grunnen Kristen Bell , som spilte Veronica Mars i 64 episoder og spiller i andre sesong av « Heroes » og russiske Mila Kunis som var Jackie i 200 episoder av « That 70's Show » og kjæreste med Macaulay Culkin ."
2,"Russell Brand , som spiller sær britisk rocker , er en vellykka engelsk oppfinnelse av ny dato ."
1,Segel spiller en komponist av TV-musikk og tilhører de romantiske antiheltene som sitter i sofaen og spiser pastellerte cereals som likner hundemat .
1,"Han bor med tv-serie-stjerna Sarah , som plutselig dumper ham ."
1,Dumpinga setter i gang en sorgbehandling som er inspirert av jentefilmer .
1,"Den parodisk sorgtynga mannen drar til Hawaii , men der finnes mirakuløst nok også eksen og kjæresten hennes ."
2,Hele filmen handler med vekslende vas om at den lidende støter på Sarah Marshall samtidig som han går ut med den freshe jenta i resepsjonen .
1,Alle forestillinger om at samlivsbrudd kan såre blir omhyggelig udretne .
0,"Hvis scenene hadde blitt så morsomme som det var meningen at de skulle bli , ville dette blitt en trivelig ting ."
1,Dypt ordinær
1,Regi :
1,Dome Karukoski .
1,Genre :
1,Ungdomsfilm .
1,Finsk
1,MED :
1,"Pamela Tola , Samuli Vauramo , Eero Milonoff ."
1,HANDLER OM :
0,"Nelli , en blond overklassejente som bor i kult funkishus og sykler med hjelm , har en drøm om å synge R'n'B ."
1,"Hun trenger en demoinnspilling , og får den kompromissløse hiphop'eren Sune til å hjelpe seg ."
1,DOM :
1,"Tittelen gir den beste pekepinn - dette er en « skjønnheten og « uhyret » » -historie , for anledningen satt til Helsinkis sikkert , eh , bugnende hiphop- og R'n'B- « industri » ."
1,"Som sådan kan den minne om absolutt alle « ungt talent triumferer » -filmer som noensinne er blitt laget , fra « A Star Is Born » ( 1937 ) via « Fame » ( 1980 ) til Eminems « 8 Mile » ( 2002 ) ."
0,"Slemme platebransjefolk og vanskelige foreldre ( Nellis far ligner til forveksling på Göran Persson ) stikker kjepper i hjulene til de unge forelskede ( som er i etableringsfasen , men oppfører seg yngre ) , men det gis ingen premier for å gjette hvordan det ender til slutt ."
1,Dog .
2,"Filmen skal ha pluss for hjerte , sjarmerende hovedrolleinnehavere og en viss vilje til oppgjør med den tiltagende karikerte « wigger » / « gangsta » -kulturen her oppe i nord ."
1,MORTEN STÅLE NILSEN
1,Snodig fortelling
1,Forfatter :
1,Daniel Kehlmann
1,Sjanger :
1,Roman
1,Forlag :
1,Gyldendal
2,Tyske anmeldere fant denne boka vittig .
2,Jeg fant den mer underfundig og leken .
2,"Daniel Kehlmann ble kjent i Norge med boka "" Oppmålingen av verden "" , som ble betegnet som en genistrek ."
2,Han er tidligere belønnet med Thomas Mann-prisen og P.O. Enquist-prisen .
1,"I vinter utgir Gyldendal to av hans nye romaner , og denne er en liten , pussig sak om en kynisk journalist som vil skrive biografien til en fordums kjent , tysk kunstner ."
1,"Verken journalisten , og aller minst kunstneren , er motivert for prosjektet , som tar en underlig vending ."
1,"I skrivemåte likner Kehlmann på sin landsmann , forfatter og jurist Ferdinand von Schirach :"
1,"Skildring på armlengs avstand med beskrivelser av det ytre hendelsesplanet , som i en film ."
1,"Stort lenger fra en ordrik , ofte følelsesmettet kvinnelig skrivemåte er det vanskelig å komme ."
1,Her er det om å gjøre å si minst mulig med færrest mulig ord .
1,Slik tilføres små ting stor ladning .
1,Så hva vil Kehlmann med denne boka ?
1,"Kanskje vil han si noe om kynisme , om frakoblethet , om manglende engasjement , om verden som bedrar og vil bedras ."
1,Men aller mest gir boka inntrykk av meningsløshet .
1,"Hvis ettertiden bruker von Schirach og Kehlmann som temperaturmålere på tysk kultur rundt århundreskiftet , vil de stemple den som fremmedgjort ."
2,Satyricon ødela sørlandsidyllen
1,Kick er fylt av svartkledde metalheads for andre helg på rad .
2,Men det er ikke så rart når et av Norgesmest etablerte black metal-band gjester en klubbscene i Kristiansand for førstegang på 20 år — navnet er Satyricon .
2,"Det starter tungt og seigt med riffet fra "" Voice ofShadows "" - første låt på deres nye album , som også er et av deres fetesteriff ."
1,Det er bare noen uker siden utgivelsen kom og bandet holdt konsertpå Operaen .
2,Denne uken gikk det selvtitulerte albumet deres opp på førsteplasspå salgslistene .
2,Satyr er en mester i å engasjere publikum som gjør althan ber dem om .
2,Han eier scenen og gjør sin fremførelse med selvtillit ogoverbevisning .
2,"Mikrofonstativet hans er formet som en forkel , og racket tiltrommeslager Frost er alternativt bygget opp av spissede greiner - det erherlig harry ."
2,Frost leder bandet gjennom temposkifter og mer ellermindre avanserte riff .
2,Han headbanger heftig mens han går fra den eneblastbeaten til den andre .
2,Bandet spiller tight og har mer en nok overskudd tilå være med på sceneshowet til Satyr og Frost .
0,Den eneste som ødelegger fordette gjennomførte visuelle uttrykket er en keyboardist som spøkelsesaktig stårstille i en krok og nærmest kjeder seg .
2,"Etter en lang stund med høylytt black metalmusikk , er detperfekt at bandet velger å fremføre låten "" The Infinity Of Time AndSpace "" - den lengste , men også den mest dynamiske låten fra deres sisteutgivelse ."
0,Dessverre prater publikum for høyt til at vi kan nyte de lavestepartiene .
2,"Bandet blir klappet inn til ekstranummer og stemningennår nye høyder med låten "" Mother North "" , samt budskapet fra Satyr omat publikum måtte være med på å ødelegge sørlandsidyllen i kveld ."
2,"Låten "" K.I.N.G "" er selvfølgelig den siste , og Satyricon var konge for allemetalfans i kveld ."
1,Filmanmeldelse :
2,Ekstraordinær utryddelse
2,"Action-fans får til overmål , Transformers-fans kan starte sin borgerkrig , film-følere vil gremme seg ."
1,Med andre ord :
1,Vi er i merkevarefilmenes sære univers .
1,« Transformers » -fenomenet har sitt opphav i japansk tegneserietradisjon ; manga .
1,"Og har bredt seg ut som merkevarespredning i milliardklassen , ikke minst som leketøy ."
1,"Det handler om maskiner mot mennesker ; roboter mot folk , og der robotenes evne til forvandling fra en mekanisk form til en annen , er en hovedsak ."
1,Hvori opptatt :
1,Også deres evne og / eller vilje til å ta standpunkt til og kjempe for ondt eller godt i tilværelsen .
1,I filmene er dette blant de aller klareste invitasjonene til den reneste gigantomani innen dataanimering :
1,"Eksplosjoner i nærheten av Big Bang , action for rakettforskere , ødeleggelser på linje med apokalypsen ."
1,I denne fjerde « Transformers » -tappingen på film befinner vi oss i en slags fremtidig rekkefølge :
1,Chicago ble utslettet - mer eller mindre - på slutten av film nr. tre .
1,"« Lærdommen » blant ledende politikere og industrialister er at absolutt alle midler er tillatt i kampen mot robotene , og det skilles ikke lengre mellom de « snille » Autobots og de « slemme » Decepticons ."
0,"Fælt , selvfølgelig ."
1,"Autobotsenes leder , Optimus Prime , er i hvilemodus som rusten trailer - inntil den mislykkede oppfinneren Cade Yeager ( Mark Wahlberg ) slutter en ødelagt krets eller to ."
1,"Og jakten kan begynne , der både mystiske amerikanske autoriteter og hjerteløse Decepticons bruker absolutt alle mulige og umulige midler i sin jakt på skikkelige mennesker og rettferdige roboter ."
1,Filmen er nesten tre timer lang .
2,Den er teknisk kolossal og imponerende .
0,Men den overforer ; det blir rett og slett for mye .
0,"Når man tenker at slutten nærmer seg , er det en time til med enda mer eksplosjoner , enda en by å ødelegge , 42 andre slagsmål å komme gjennom , enda en romstasjon å utforske ."
1,Mark Wahlberg er ny i Transformers-innramming .
1,Smukkasen Shia LaBeouf fra de tre første filmene er ute .
2,"Den voksne , bekymrede pappaen med datter i påfallende korte hotpants , har erstattet LaBeous ungdommelig energi ."
2,Wahlberg er en alltid pålitelig håndverker .
1,Men Transformers-fans vil dele seg på midten om han holder mål eller om LaBeouf er eneste mulige mann .
0,"Manuset kunne innbudt til kritikk , både av Hollywoods gigantomani og til et USA med fullmaktslover og overvåkningspraksis hinsides fundamentale menneskerettigheter ."
0,Det blir ikke utnyttet .
0,I tillegg er det ikke så enkelt å følge med på hvem som sloss mot hvem og hvorfor .
0,"Og der det burde vært mye mer humor , kommer i stede sentimentaliteten snikende ."
1,Jeg er ikke et øyeblikk i tvil at den troende Transformers-skare vil søke til de nabokinoene som finnes .
0,"( Hvorav ikke opptatt Oslo Kino , som krangler om billettutbytte med importøren UIP ."
2,Filmen skal derfor vises på to privatkinoer i Oslo - og fansen vil vel helst dra til nabokinoer som forstår at bransjekrangling ikke skal gå ut over publikum . )
1,"Mer ufrelste , vanlige kinogjengere vil ikke sterkt føle savnet ."
1,Så :
2,Vi er imponert .
0,Men langt fra fornøyd .
1,Ei underlig salmebok til pynt
0,Et mangelfullt sammenrask har gitt ei underlig bok som levner forlag og forfatter liten ære .
1,Harald Olsen øser av sine kunnskaper etter å ha gransket menighetsliv i Arendal og salmediktning i Aust-Agder gjennom flere år .
1,En østlig slagside er forståelig .
1,Likevel lager han kaffebords-boka « Salmer fra Sørlandet » .
1,Det er få kvinner i boka .
0,Han har prestert å overse den viktigste av dem alle :
1,"Gustava Kielland som , på 1840-tallet da hun var prestefrue og misjonskvinne i Lyngdal , begikk slageren « O jul med din glede » ."
2,"Hun var , med sine minst 17 år i Lyngdal atskillig mer sørlending enn Anders Hovden som var kapellan på Lista i sju år , som er bredt presentert og illustrert med bølger mot noe jeg tror er Tromøyas steinete strender ."
0,Bildene er ellers i stor grad sentimentale klisjeer .
0,Definisjonen av « sørlands-salme » er tynn .
0,Utvalget diktere er skjevt .
1,En salme består av tekst og melodi .
0,Olsen interesserer seg bare for tekster .
0,Noen har en kaudervelsk blanding av gammelt og nytt .
0,Det er en ulykke at ikke Olsen Bruuns og Zetlitz ’ salmer er gjengitt i original .
0,"Når det heter at en av melodiene til en Zetlitz-salme er av Ryga 1527 , steiler jeg ."
1,"Var det Rügen det skulle stå , eller Stralsund ?"
1,"I salmebøkene står det « Hos Joseph Klug 1529 » , en boktrykker i Wittenberg ."
0,"Hos Jørgen Moe rimer svak på tag ( i troen svak , kommer jeg , imot meg tag ) , det burde være svag på tag eller svak på ta ."
0,Kombinasjonen av gammel og ny form blir bare klein .
2,"Den har opprinnelig syv , og er en sørlandsk variant av Petter Dass ’ « Herre Guud dit Dyre Navn og Ære » , like omfattende hele skaperverket , men mer sørlandsk i lynnet , trolig den vakreste salmen som er skapt her sør ."
0,Men den skulle altså forkortes .
1,Til slutt er det funnet plass til Håvard Rem og Tore Thomassen .
1,De er jo fra Aust .
0,Men hvor ble det av Jens Gunderssen ?
0,Og Jens Bjørneboe ?
0,"Enn Gaute Heivoll og Ivar Skippervold , for ikke å snakke om Børre Knudsen ."
1,"Alle fra Vest-Agder , men dog fra Sørlandet ."
0,Denne boka tjener verken forlag eller forfatter til ære .
1,Oasis « Dig Out Your Soul »
1,ROCK ( Big Brother / Bonnier Amigo )
2,Kledelig voksne nå
2,"Forrige album var knall , og det er mye å glede seg over her også ."
1,"Det er bandets klart mørkeste plate til nå , med relativt lav allsangfaktor ."
2,Ingen bør la seg skremme av forvarslene om psykedeliaflørt ; det er ingen eksperimenter her som The Beatles ikke tok seg av for 40 år siden .
2,"Men det er en fryd å høre hvilken storm Oasis er i stand til å koke opp når de finner en melodi og et groove de tenner på , og singelen « The Shock Of The Lightning » er et klassisk eksempel i så måte ."
0,Albumet lider under det faktum at Noel Gallagher har blitt for demokratisk anlagt ; kun seks av de 11 sangene er signert ham .
2,"Men det bastante drivet og Liams skyskrapende vokal er for gamle venner å regne , og den utstrakte bruken av brusende orgel gir « Dig Out Your Soul » en dimensjon av nye takter ."
1,ANBEFALTE KJØP :
1,"« Bag It Up » , « The Turning » , « The Shock Of The Lightning » , « Falling Down »"
1,Titanic
2,Denne Blu-rayen holder seg flytende !
2,"James Camerons storfilm Titanic fra 1997 er nå endelig ute på Blu-ray , og kan dermed nytes for første gang i High Definition fra sofaen !"
2,"Da filmen ble relansert i 3D på kino tidligere i år , konstaterte jeg at Titanic fortsatt er en episk historie med alle elementer til en storslagen filmopplevelse ."
1,Valgets kvaler
1,Du kan velge mellom tre Blu-ray-varianter .
1,"På den ene får du filmen i Blu-ray 2D og DVD , samt en disk med ekstrastoff ."
1,"På den andre får du i tillegg 3D-versjonen , spredd over to Blu-ray-disker ."
1,"Den tredje varianten er en gaveboks kalt Fifteenth Anniversary Special Collector ’ s Edition , som - i tillegg til filmen i både 2D og 3D - blant annet inneholder ei bok , en kopi av en Titanic-billett , og en replika av en avis fra 1912 ."
2,Topp bilde og lyd !
2,"Filmen ser helt fantastisk ut i Blu-ray-kvalitet og er helt feilfri , etter hva jeg kan se ."
1,Russell Carpenters bilder fra 1997 ser virkelig ikke ut som om de er eldre enn én dag .
2,"Dette er sylskarpt , detaljert og dybderikt !"
2,"Jeg har ikke fått sjekket 3D-versjonen , men så på kino tidligere i år at konverteringen åpenbart er gjort møysommelig , slik at det ble en av de bedre 3D-opplevelsene jeg har hatt ."
2,"Lyden kommer også til sin rett , takket være et imponerende lydspor i DTS-HD Master Audio ."
2,De dramatiske lydene fra et døende skip kunne knapt ha vært mikset med større effekt enn i dag .
2,Rikelig med bonusmateriale
2,Ekstrastoffet er mildt sagt rikholdig .
1,"Mye av det er hentet fra tidligere DVD-utgivelser av Titanic , men noe er nytt ."
1,"Reflections from Titanic er et timelangt program , der nøkkelspillere både foran og bak kamera forteller om sine minner fra innspillingen ."
0,Redigeringen er gjort i en så høy rytme at jeg ofte fikk følelsen av å bli presentert for mer fakta enn jeg rakk å prosessere .
1,"Den andre dokumentaren , Titanic : The Final Word With James Cameron , er et program fra National Geographic , laget i forbindelse med 100-års-markeringen av forliset ."
1,Her samler regissør Cameron en rekke av verdens fremste Titanic-eksperter til en slags havarikommisjon for å analysere hva som egentlig skjedde med Titanic etter at det sank .
2,Fortellerglede og eventyrlyst
2,"Foruten dette får du 29 slettede scener , 60 små featurettes , tre kommentarspor til selve filmen ( kun 2D-versjonen ) og mye , mye mer ."
2,"Gjennom det hele fremstår James Cameron som en ustoppelig kraft , med et enormt engasjement , fortellerglede og eventyrlyst ."
2,"Dette smitter over på meg , og er med på å gjøre Titanic på Blu-ray til et selvsagt kjøpsvalg ."
2,Denne utgivelsen vil få et langt og godt liv i hylla mi !
1,Her er hele lista over ekstrastoffet du får i tillegg til filmen :
1,Deleted Scenes with commentary by James Cameron
1,Deep Dive Presentation
1,- Narrated by James Cameron
1,"$200,000,001 : A Ship ’ s Odyssey - the Titanic Crew Video"
1,Music Video - My Heart Will Go
1,On by Celine Dion
1,Titanic : The Final Word with James Cameron - NEW !
1,Titanic Scriptment by James Cameron
1,Concept Posters and One Sheets
1,MTV ’ s 1998 Movie Awards skit
0,For tydelig identitet ?
1,Kent låter som Kent uansett hvordan de vrir på det .
1,ALBUM :
2,"Man kan mene mye om Kent , men at de etter mer enn 20 år som band har bevist at de har egenart , er det liten tvil om ."
2,"Rett som det er leverer de dessuten monumentale låter som det skal mye til å stå imot , om man vil eller ei , og det har gjort dem til et av Skandinavias mest populære band ."
2,Utfylt lydbilde
1,Det begynner å bli en stund siden svenskene lot fuzzgitarene hvile til fordel for et tydeligere synthpreg og flere elektroniske produksjoner .
1,"Heller ikke nå ser de seg tilbake , men låtene har mer rock i seg enn for eksempel tre år gamle « Röd » ."
2,"Beats og synthlag befinner seg i en grundig utfylt pakke , ofte med piano , taktfaste trommer og flytende gitarlinjer ."
2,"Flere steder minner lydbildet om stadionrockveien Arcade Fire har tatt - i førstesingelen « 999 » med hamrende piano og strykere , i « Tänd på » -refrenget med discobass , piano og lyst synthunderlag - uten at det låter mindre Kent av den grunn ."
0,"Svakheten , og baksiden av « tydelig identitet » -medaljen , gjør seg imidlertid gjeldende også denne gang :"
1,Anmeldelse :
2,Haruki Murakami viser at han også er en mesterlig novelleforfatter
1,Prøver å forstå både utroskap og ensomhet .
1,"Haruki Murakami er mest kjent for sine mursteinstjukke romaner , som « Kafka på stranden » , « Trekkoppfuglen » og « 1Q84 » ."
1,"Men da han ble lansert i vesten tidlig på 90-tallet , var novellene hans i The New Yorker en viktig årsak til gjennombruddet ."
1,Ulike former for ulykkelighet
1,Ulike former for ulykkelighet
1,"Bokas tittel er talende , de sju novellene kretser alle rundt ensomme menn som lengter etter en kvinne de enten har hatt , eller tror må finnes der ute ."
1,Men selv om tematikken er lik fremstår ikke hovedpersonene like .
1,"Murakami fornyer dermed Tolstojs berømte , og litt oppbrukte sitat :"
1,Hvert ulykkelige menneske er ulykkelig på sin egen måte .
1,Kafka i revers
1,Kafka i revers
2,"« Tonefallet , pausene hun la inn , måten hun bygde opp fortellingen på , alt var perfekt ."
1,"Hun vakte lytterens interesse , ertet ham ved å holde igjen , fikk ham til å trekke sine egne konklusjoner , før hun til slutt ga ham det han ville ha ."
1,"Teknikken hennes var så raffinert at den fikk ham , om enn bare for en stund , til å glemme alt rundt seg . »"
2,Smakfull symbolbruk
2,Som vanlig er Murakamis språk litt som japansk estetikk generelt :
2,Smakfull symbolbruk
2,"I den novellen jeg synes er bokas sterkeste , « Kino » , kommer dette godt til syne ."
2,"Det er en kompleks og symboltung historie , men den går fort å lese , såpass fort at man bør lese den en gang til ."
1,"Hovedpersonen Kino , finner kona si i seng med en kollega ."
1,"De blir skilt , han starter en bar hvor en rolig , lesende gjest , en utfordrende kvinne og en katt blir noen av de mystiske stamgjestene ."
1,"Når det begynner å dukke opp slanger i hagen , forstår Kino at han er i fare , men ikke hvorfor ."
1,Den lesende gjesten forklarer :
1,« Det er et alvorlig problem som du bør tenke grundig gjennom .
1,Men svaret er ikke lett å finne . »
1,"Svaret finner han til slutt i seg selv , men om det er for sent eller ikke , står igjen som uklart ."
1,"Ettertanke , ikke tårer"
1,"Ettertanke , ikke tårer"
2,"De utrolige virkemidlene og hangen til symbolbruk kunne fort ha hengt på fortellingene som skrikende staffasje , men hos Murakami danderes det så naturlig og gjennomtenkt at det aldri blir kitsch ."
0,Hans musikkreferanser begynner derimot å bli litt forutsigbare .
0,Var det virkelig nødvendig å bruke Beatles-sangene « Drive my car » og « Yesterday » som titler ?
1,Japansk oddadialekt
1,« Hållt du ho ikkje i hånda aingang ? »
1,Japansk oddadialekt
2,Men siden dialekten er en så viktig del av historien var det nok den beste løsningen .
2,"For det er sjelden novellesamlinger er så stilistisk , tematisk og idemessig i harmoni som denne ."
2,Ganske bra brasserie
2,De kan sine klassikere på Brasserie Blanche .
2,Et brasseri med franskinspirert kvalitetsmat gjør en by litt bedre å bo i .
2,"I Oslo er Brasserie France i Nedre Slottsgate en institusjon , mens Andreas Viestads St . Lars seiler opp for dem som vil ha høyere hipsterfaktor og mer hardcore tilnærming til det grillfaglige ."
1,"Og så er det litt mer anonyme Brasserie Blanche , i det gamle , hvite murhuset i Hegdehaugsveien ."
2,"-Wow , dette var da veldig bra ! utbrøt Fredag , omtrent halvveis i en petit pois-suppe med fritert kalvebrissel og skiver av fersk trøffel ."
2,Den friske pureen av grønne erter med smør og fløte matchet både smaksmessig og visuelt perfekt de mørke tonene i de mer eksklusive ingrediensene .
2,Robinsons forrett var ikke dårligere .
2,"Sødme , syre og fett i perfekt balanse ."
2,En ung Sancerre fra Paul Prieur & Fils fungerte bra til begge rettene .
